column1,Days_for_shipping_real,Days_for_shipment_scheduled,Delivery_Status,Late_delivery_risk,shipping_date_DateOrders,Shipping_Mode,Market,Order_Id
42068,4,4,Shipping on time,0,2016-07-28 17:25:00.0000000,Standard Class,USCA,39098
42069,5,4,Late delivery,1,2016-08-13 08:06:00.0000000,Standard Class,USCA,40099
42070,6,4,Late delivery,1,2016-07-21 23:54:00.0000000,Standard Class,USCA,38500
42071,3,4,Advance shipping,0,2016-07-27 22:19:00.0000000,Standard Class,USCA,39112
42072,6,4,Late delivery,1,2016-08-27 04:46:00.0000000,Standard Class,USCA,40980
42073,6,4,Late delivery,1,2016-08-10 08:07:00.0000000,Standard Class,USCA,39825
42074,3,4,Advance shipping,0,2016-07-31 05:09:00.0000000,Standard Class,USCA,39337
42075,2,4,Advance shipping,0,2016-10-19 20:58:00.0000000,Standard Class,USCA,44931
42076,6,4,Late delivery,1,2016-04-14 14:35:00.0000000,Standard Class,USCA,31760
42077,4,4,Shipping on time,0,2016-05-10 21:33:00.0000000,Standard Class,USCA,33698
42078,3,4,Advance shipping,0,2016-06-01 03:29:00.0000000,Standard Class,USCA,35222
42079,3,4,Advance shipping,0,2016-05-17 23:39:00.0000000,Standard Class,USCA,34252
42080,4,4,Shipping on time,0,2016-06-30 09:45:00.0000000,Standard Class,USCA,37158
42081,6,4,Late delivery,1,2016-08-29 23:20:00.0000000,Standard Class,USCA,41170
42082,6,4,Late delivery,1,2016-04-09 17:13:00.0000000,Standard Class,USCA,31425
42083,3,4,Advance shipping,0,2016-08-11 09:09:00.0000000,Standard Class,USCA,40102
42084,5,4,Late delivery,1,2016-08-23 09:51:00.0000000,Standard Class,USCA,40789
42085,3,4,Advance shipping,0,2016-07-12 21:28:00.0000000,Standard Class,USCA,38082
42086,6,4,Late delivery,1,2016-07-05 01:30:00.0000000,Standard Class,USCA,37340
42087,6,4,Shipping canceled,0,2016-07-31 08:08:00.0000000,Standard Class,USCA,39140
42088,5,4,Shipping canceled,0,2016-05-09 10:21:00.0000000,Standard Class,USCA,33529
33818,5,2,Late delivery,1,2016-06-15 05:13:00.0000000,Second Class,USCA,36049
33819,6,2,Late delivery,1,2016-07-08 20:36:00.0000000,Second Class,USCA,37600
33820,3,2,Late delivery,1,2016-08-20 01:37:00.0000000,Second Class,USCA,40697
33821,4,2,Late delivery,1,2016-08-28 05:38:00.0000000,Second Class,USCA,41188
33822,4,2,Late delivery,1,2016-05-25 20:39:00.0000000,Second Class,USCA,34723
33823,3,2,Late delivery,1,2016-08-24 21:14:00.0000000,Second Class,USCA,41027
33824,3,2,Late delivery,1,2016-10-02 10:08:00.0000000,Second Class,USCA,43667
33825,3,2,Late delivery,1,2016-05-14 09:48:00.0000000,Second Class,USCA,34007
33826,5,2,Late delivery,1,2016-04-18 02:50:00.0000000,Second Class,USCA,32069
33827,2,2,Shipping on time,0,2016-08-03 10:24:00.0000000,Second Class,USCA,39626
33828,6,2,Late delivery,1,2016-08-17 13:32:00.0000000,Second Class,USCA,40320
33829,5,2,Late delivery,1,2016-08-06 09:42:00.0000000,Second Class,USCA,39624
33830,6,2,Late delivery,1,2016-04-11 07:45:00.0000000,Second Class,USCA,31535
33831,4,2,Late delivery,1,2016-07-01 06:46:00.0000000,Second Class,USCA,37218
33832,3,2,Late delivery,1,2016-07-14 05:00:00.0000000,Second Class,USCA,38172
33833,2,2,Shipping on time,0,2016-06-15 18:00:00.0000000,Second Class,USCA,36291
33834,2,2,Shipping on time,0,2016-07-02 04:08:00.0000000,Second Class,USCA,37416
33835,5,2,Late delivery,1,2016-07-03 02:23:00.0000000,Second Class,USCA,37274
33836,6,2,Late delivery,1,2016-04-27 09:08:00.0000000,Second Class,USCA,32635
33837,6,2,Late delivery,1,2016-06-29 21:08:00.0000000,Second Class,USCA,36985
33838,3,2,Late delivery,1,2016-04-28 04:56:00.0000000,Second Class,USCA,32897
33839,5,2,Late delivery,1,2016-05-20 19:37:00.0000000,Second Class,USCA,34309
33840,6,2,Late delivery,1,2016-06-30 05:54:00.0000000,Second Class,USCA,37010
33841,5,2,Late delivery,1,2016-07-27 18:28:00.0000000,Second Class,USCA,38964
33842,5,2,Late delivery,1,2016-07-20 00:47:00.0000000,Second Class,USCA,38434
33843,3,2,Late delivery,1,2016-05-08 22:26:00.0000000,Second Class,USCA,33632
33844,6,2,Late delivery,1,2016-07-19 17:36:00.0000000,Second Class,USCA,38345
33845,3,2,Late delivery,1,2016-06-14 01:32:00.0000000,Second Class,USCA,36107
33846,5,2,Late delivery,1,2016-06-22 19:23:00.0000000,Second Class,USCA,36569
33847,3,2,Late delivery,1,2016-08-16 17:02:00.0000000,Second Class,USCA,40467
33848,2,2,Shipping on time,0,2016-10-18 16:57:00.0000000,Second Class,USCA,44851
33849,2,2,Shipping on time,0,2016-08-01 14:36:00.0000000,Second Class,USCA,39501
33850,3,2,Late delivery,1,2016-08-04 00:14:00.0000000,Second Class,USCA,39597
33851,4,2,Late delivery,1,2016-04-14 07:55:00.0000000,Second Class,USCA,31878
33852,6,2,Late delivery,1,2016-08-10 09:52:00.0000000,Second Class,USCA,39830
33853,2,2,Shipping on time,0,2016-11-19 17:57:00.0000000,Second Class,USCA,47046
33854,2,2,Shipping on time,0,2016-05-15 12:15:00.0000000,Second Class,USCA,34151
33855,6,2,Late delivery,1,2016-08-05 10:45:00.0000000,Second Class,USCA,39490
33856,5,2,Late delivery,1,2016-06-01 17:09:00.0000000,Second Class,USCA,35124
33857,4,2,Late delivery,1,2016-06-09 14:30:00.0000000,Second Class,USCA,35733
33858,3,2,Late delivery,1,2016-04-07 20:12:00.0000000,Second Class,USCA,31502
33859,6,2,Late delivery,1,2016-08-09 00:35:00.0000000,Second Class,USCA,39735
33860,3,2,Late delivery,1,2016-07-15 17:47:00.0000000,Second Class,USCA,38277
33861,3,2,Late delivery,1,2016-07-13 04:28:00.0000000,Second Class,USCA,38102
33862,4,2,Late delivery,1,2016-06-08 13:59:00.0000000,Second Class,USCA,35663
33863,4,2,Late delivery,1,2016-08-05 00:35:00.0000000,Second Class,USCA,39598
33864,4,2,Late delivery,1,2016-05-06 01:56:00.0000000,Second Class,USCA,33368
33865,2,2,Shipping on time,0,2016-05-24 08:13:00.0000000,Second Class,USCA,34756
33866,3,2,Late delivery,1,2016-06-27 01:20:00.0000000,Second Class,USCA,36997
33867,3,2,Late delivery,1,2016-08-17 12:18:00.0000000,Second Class,USCA,40522
33868,5,2,Late delivery,1,2016-06-20 20:06:00.0000000,Second Class,USCA,36434
33869,4,2,Late delivery,1,2016-07-10 18:29:00.0000000,Second Class,USCA,37868
33870,6,2,Late delivery,1,2016-08-13 23:42:00.0000000,Second Class,USCA,40075
33871,6,2,Late delivery,1,2016-06-18 15:22:00.0000000,Second Class,USCA,36215
33872,3,2,Late delivery,1,2016-05-30 02:26:00.0000000,Second Class,USCA,35082
33873,3,2,Late delivery,1,2016-05-30 07:41:00.0000000,Second Class,USCA,35097
33874,2,2,Shipping on time,0,2016-08-23 19:07:00.0000000,Second Class,USCA,41021
33875,4,2,Late delivery,1,2016-05-24 11:22:00.0000000,Second Class,USCA,34628
33876,6,2,Late delivery,1,2016-05-19 08:24:00.0000000,Second Class,USCA,34140
33877,6,2,Late delivery,1,2016-08-27 03:01:00.0000000,Second Class,USCA,40975
33878,3,2,Late delivery,1,2016-05-04 16:50:00.0000000,Second Class,USCA,33342
33879,5,2,Late delivery,1,2016-06-20 14:50:00.0000000,Second Class,USCA,36419
33880,5,2,Late delivery,1,2016-07-15 19:11:00.0000000,Second Class,USCA,38144
33881,2,2,Shipping on time,0,2016-08-27 03:42:00.0000000,Second Class,USCA,41251
33882,5,2,Late delivery,1,2016-07-30 18:17:00.0000000,Second Class,USCA,39169
33883,6,2,Late delivery,1,2016-10-27 05:12:00.0000000,Second Class,USCA,45160
33884,3,2,Late delivery,1,2016-05-14 04:33:00.0000000,Second Class,USCA,33992
33885,3,2,Late delivery,1,2016-05-19 01:55:00.0000000,Second Class,USCA,34327
33886,6,2,Late delivery,1,2016-06-10 02:25:00.0000000,Second Class,USCA,35630
33887,6,2,Late delivery,1,2016-05-26 20:50:00.0000000,Second Class,USCA,34655
33888,5,2,Late delivery,1,2016-08-13 11:37:00.0000000,Second Class,USCA,40109
33889,3,2,Late delivery,1,2016-04-23 12:49:00.0000000,Second Class,USCA,32577
33890,3,2,Late delivery,1,2016-06-16 09:35:00.0000000,Second Class,USCA,36267
33891,4,2,Late delivery,1,2016-07-11 22:31:00.0000000,Second Class,USCA,37948
33892,3,2,Late delivery,1,2016-08-01 09:10:00.0000000,Second Class,USCA,39417
33893,2,2,Shipping on time,0,2016-07-23 22:09:00.0000000,Second Class,USCA,38906
33894,5,2,Late delivery,1,2016-04-07 18:06:00.0000000,Second Class,USCA,31359
33895,4,2,Late delivery,1,2016-08-15 12:50:00.0000000,Second Class,USCA,40318
33896,4,2,Late delivery,1,2016-08-05 09:21:00.0000000,Second Class,USCA,39623
33897,2,2,Shipping on time,0,2016-06-07 15:33:00.0000000,Second Class,USCA,35736
37570,6,4,Late delivery,1,2016-08-03 23:43:00.0000000,Standard Class,USCA,39390
37571,2,1,Late delivery,1,2016-07-30 21:58:00.0000000,First Class,USCA,39385
37572,4,4,Shipping on time,0,2016-08-01 19:31:00.0000000,Standard Class,USCA,39378
37573,2,2,Shipping on time,0,2016-07-30 15:18:00.0000000,Second Class,USCA,39366
37574,5,2,Late delivery,1,2016-08-02 12:51:00.0000000,Second Class,USCA,39359
37575,2,4,Advance shipping,0,2016-07-30 11:48:00.0000000,Standard Class,USCA,39356
37576,2,4,Advance shipping,0,2016-07-30 10:03:00.0000000,Standard Class,USCA,39351
37577,2,4,Advance shipping,0,2016-07-30 08:18:00.0000000,Standard Class,USCA,39346
37578,2,1,Late delivery,1,2016-07-30 01:38:00.0000000,First Class,USCA,39327
37579,4,4,Shipping on time,0,2016-07-31 18:59:00.0000000,Standard Class,USCA,39308
37580,3,4,Advance shipping,0,2016-07-30 06:22:00.0000000,Standard Class,USCA,39272
37581,6,4,Late delivery,1,2016-08-02 05:40:00.0000000,Standard Class,USCA,39270
37582,2,4,Advance shipping,0,2016-07-29 04:16:00.0000000,Standard Class,USCA,39266
37583,6,4,Late delivery,1,2016-08-02 03:55:00.0000000,Standard Class,USCA,39265
37584,4,4,Shipping on time,0,2016-07-30 23:43:00.0000000,Standard Class,USCA,39253
37585,6,4,Late delivery,1,2016-08-01 22:40:00.0000000,Standard Class,USCA,39250
37586,3,4,Advance shipping,0,2016-07-29 21:37:00.0000000,Standard Class,USCA,39247
37587,2,1,Late delivery,1,2016-07-28 16:43:00.0000000,First Class,USCA,39233
37588,4,4,Shipping on time,0,2016-07-30 11:27:00.0000000,Standard Class,USCA,39218
37589,6,4,Late delivery,1,2016-08-01 08:39:00.0000000,Standard Class,USCA,39210
37590,5,4,Late delivery,1,2016-07-31 08:18:00.0000000,Standard Class,USCA,39209
37591,6,4,Late delivery,1,2016-08-01 03:24:00.0000000,Standard Class,USCA,39195
37592,4,4,Shipping on time,0,2016-07-30 02:42:00.0000000,Standard Class,USCA,39193
37593,0,0,Shipping on time,0,2016-07-26 12:15:00.0000000,Same Day,USCA,39186
37594,1,0,Late delivery,1,2016-07-26 11:11:00.0000000,Same Day,USCA,39183
37595,1,0,Late delivery,1,2016-07-26 10:50:00.0000000,Same Day,USCA,39182
37596,2,4,Advance shipping,0,2016-07-27 18:59:00.0000000,Standard Class,USCA,39171
37597,2,1,Late delivery,1,2016-07-27 16:11:00.0000000,First Class,USCA,39163
37598,6,4,Late delivery,1,2016-07-31 13:23:00.0000000,Standard Class,USCA,39155
37599,2,1,Late delivery,1,2016-07-27 11:38:00.0000000,First Class,USCA,39150
37600,2,1,Late delivery,1,2016-07-27 04:37:00.0000000,First Class,USCA,39130
37601,3,4,Advance shipping,0,2016-07-27 18:49:00.0000000,Standard Class,USCA,39102
37602,2,4,Advance shipping,0,2016-07-26 16:43:00.0000000,Standard Class,USCA,39096
37603,5,4,Late delivery,1,2016-07-29 16:01:00.0000000,Standard Class,USCA,39094
37604,2,1,Late delivery,1,2016-07-26 14:58:00.0000000,First Class,USCA,39091
37605,3,4,Advance shipping,0,2016-07-27 13:34:00.0000000,Standard Class,USCA,39087
37606,6,4,Late delivery,1,2016-07-30 11:06:00.0000000,Standard Class,USCA,39080
37607,0,0,Shipping on time,0,2016-07-24 20:18:00.0000000,Same Day,USCA,39072
37608,0,0,Shipping on time,0,2016-07-24 19:57:00.0000000,Same Day,USCA,39071
37609,3,2,Late delivery,1,2016-07-27 04:48:00.0000000,Second Class,USCA,39062
37610,2,1,Late delivery,1,2016-07-26 02:42:00.0000000,First Class,USCA,39056
37611,5,4,Late delivery,1,2016-07-28 20:45:00.0000000,Standard Class,USCA,39039
37612,4,4,Shipping canceled,0,2016-07-27 15:08:00.0000000,Standard Class,USCA,39023
37613,2,1,Late delivery,1,2016-07-25 14:26:00.0000000,First Class,USCA,39021
37614,2,4,Advance shipping,0,2016-07-25 12:41:00.0000000,Standard Class,USCA,39016
37615,3,4,Advance shipping,0,2016-07-26 11:17:00.0000000,Standard Class,USCA,39012
37616,4,2,Late delivery,1,2016-07-27 09:53:00.0000000,Second Class,USCA,39008
37617,0,0,Shipping on time,0,2016-07-23 19:05:00.0000000,Same Day,USCA,39000
37618,5,4,Late delivery,1,2016-07-27 21:58:00.0000000,Standard Class,USCA,38974
37619,3,4,Advance shipping,0,2016-07-25 21:16:00.0000000,Standard Class,USCA,38972
37620,6,4,Late delivery,1,2016-07-28 20:34:00.0000000,Standard Class,USCA,38970
37621,6,2,Shipping canceled,0,2016-07-28 18:49:00.0000000,Second Class,USCA,38965
37622,6,4,Late delivery,1,2016-07-28 15:19:00.0000000,Standard Class,USCA,38955
37623,5,4,Shipping canceled,0,2016-07-27 14:58:00.0000000,Standard Class,USCA,38954
37624,2,1,Late delivery,1,2016-07-24 11:07:00.0000000,First Class,USCA,38943
37625,2,2,Shipping on time,0,2016-07-24 08:39:00.0000000,Second Class,USCA,38936
37626,2,1,Late delivery,1,2016-07-24 04:48:00.0000000,First Class,USCA,38925
37627,4,4,Shipping on time,0,2016-07-26 02:21:00.0000000,Standard Class,USCA,38918
37628,5,4,Late delivery,1,2016-07-26 23:12:00.0000000,Standard Class,USCA,38909
37629,2,4,Advance shipping,0,2016-07-23 18:39:00.0000000,Standard Class,USCA,38896
37630,3,4,Advance shipping,0,2016-07-24 13:44:00.0000000,Standard Class,USCA,38882
37631,6,4,Late delivery,1,2016-07-27 11:17:00.0000000,Standard Class,USCA,38875
37632,6,4,Late delivery,1,2016-07-27 07:47:00.0000000,Standard Class,USCA,38865
37633,6,4,Late delivery,1,2016-07-27 04:17:00.0000000,Standard Class,USCA,38855
37634,5,4,Late delivery,1,2016-07-26 02:11:00.0000000,Standard Class,USCA,38849
37635,6,4,Late delivery,1,2016-07-26 23:01:00.0000000,Standard Class,USCA,38840
37636,5,4,Late delivery,1,2016-07-25 10:25:00.0000000,Standard Class,USCA,38804
37637,5,4,Late delivery,1,2016-07-25 06:54:00.0000000,Standard Class,USCA,38794
25494,2,4,Advance shipping,0,2016-08-25 11:25:00.0000000,Standard Class,USCA,41136
25495,4,4,Shipping on time,0,2016-06-16 21:41:00.0000000,Standard Class,USCA,36233
25496,5,4,Late delivery,1,2016-08-12 05:50:00.0000000,Standard Class,USCA,40024
25497,2,4,Advance shipping,0,2016-08-10 14:04:00.0000000,Standard Class,USCA,40116
25498,4,4,Shipping on time,0,2016-07-14 22:20:00.0000000,Standard Class,USCA,38153
25499,5,4,Late delivery,1,2016-08-20 08:16:00.0000000,Standard Class,USCA,40579
25500,3,4,Advance shipping,0,2016-07-07 20:36:00.0000000,Standard Class,USCA,37737
25501,3,4,Advance shipping,0,2017-01-12 00:32:00.0000000,Standard Class,USCA,50627
25502,3,4,Advance shipping,0,2016-04-26 03:53:00.0000000,Standard Class,USCA,32757
25503,3,4,Advance shipping,0,2016-07-27 11:48:00.0000000,Standard Class,USCA,39082
25504,5,4,Late delivery,1,2016-07-26 03:56:00.0000000,Standard Class,USCA,38854
25505,2,4,Advance shipping,0,2016-08-17 21:14:00.0000000,Standard Class,USCA,40616
25506,6,4,Late delivery,1,2016-07-16 21:17:00.0000000,Standard Class,USCA,38150
25507,3,4,Advance shipping,0,2016-09-07 11:03:00.0000000,Standard Class,USCA,41957
25508,6,4,Late delivery,1,2016-05-15 22:04:00.0000000,Standard Class,USCA,33905
25509,6,4,Late delivery,1,2016-07-17 21:49:00.0000000,Standard Class,USCA,38220
25510,6,4,Late delivery,1,2016-07-16 17:47:00.0000000,Standard Class,USCA,38140
25511,6,4,Late delivery,1,2016-06-22 20:58:00.0000000,Standard Class,USCA,36505
25512,4,4,Shipping on time,0,2016-07-03 07:49:00.0000000,Standard Class,USCA,37358
25513,4,4,Shipping on time,0,2016-04-16 12:29:00.0000000,Standard Class,USCA,32028
25514,2,4,Advance shipping,0,2016-06-03 13:27:00.0000000,Standard Class,USCA,35456
25515,6,4,Late delivery,1,2016-06-04 18:33:00.0000000,Standard Class,USCA,35265
25516,5,4,Late delivery,1,2016-06-27 02:45:00.0000000,Standard Class,USCA,36864
25517,6,4,Late delivery,1,2016-08-15 03:44:00.0000000,Standard Class,USCA,40155
25518,3,4,Advance shipping,0,2016-05-10 12:58:00.0000000,Standard Class,USCA,33742
25519,3,4,Advance shipping,0,2016-04-22 10:32:00.0000000,Standard Class,USCA,32502
25520,5,4,Late delivery,1,2016-06-18 03:17:00.0000000,Standard Class,USCA,36249
25521,4,4,Shipping on time,0,2016-05-17 18:13:00.0000000,Standard Class,USCA,34168
25522,6,4,Late delivery,1,2016-11-08 07:59:00.0000000,Standard Class,USCA,45990
25523,5,4,Late delivery,1,2016-08-22 04:04:00.0000000,Standard Class,USCA,40704
25524,6,4,Late delivery,1,2016-06-03 16:16:00.0000000,Standard Class,USCA,35190
25525,2,4,Advance shipping,0,2016-05-21 20:39:00.0000000,Standard Class,USCA,34586
25526,3,4,Advance shipping,0,2016-08-01 07:25:00.0000000,Standard Class,USCA,39412
25527,5,4,Late delivery,1,2016-04-15 03:01:00.0000000,Standard Class,USCA,31864
25528,5,4,Late delivery,1,2016-04-13 01:58:00.0000000,Standard Class,USCA,31724
25529,2,4,Advance shipping,0,2016-05-17 18:34:00.0000000,Standard Class,USCA,34306
25530,3,4,Advance shipping,0,2016-04-16 19:39:00.0000000,Standard Class,USCA,32117
25531,4,4,Shipping on time,0,2016-04-07 14:46:00.0000000,Standard Class,USCA,31418
4808,2,1,Late delivery,1,2016-04-13 17:54:00.0000000,First Class,USCA,31975
4809,2,1,Late delivery,1,2016-04-28 09:18:00.0000000,First Class,USCA,32978
4810,2,1,Late delivery,1,2016-06-28 14:18:00.0000000,First Class,USCA,37171
4811,2,1,Late delivery,1,2016-04-25 15:26:00.0000000,First Class,USCA,32790
4812,2,1,Late delivery,1,2016-06-19 01:10:00.0000000,First Class,USCA,36517
4813,2,1,Late delivery,1,2016-04-14 20:32:00.0000000,First Class,USCA,32051
4814,2,1,Late delivery,1,2016-08-03 23:42:00.0000000,First Class,USCA,39664
4815,2,1,Late delivery,1,2016-08-05 01:17:00.0000000,First Class,USCA,39737
4816,2,1,Late delivery,1,2016-04-30 03:00:00.0000000,First Class,USCA,33097
4817,2,1,Late delivery,1,2016-08-12 10:12:00.0000000,First Class,USCA,40242
4818,2,1,Late delivery,1,2016-06-03 13:06:00.0000000,First Class,USCA,35455
4819,2,1,Late delivery,1,2016-05-23 04:53:00.0000000,First Class,USCA,34678
4820,2,1,Late delivery,1,2016-09-23 03:08:00.0000000,First Class,USCA,43099
4821,2,1,Late delivery,1,2016-04-06 15:59:00.0000000,First Class,USCA,31490
4822,2,1,Late delivery,1,2016-07-01 19:01:00.0000000,First Class,USCA,37390
4823,2,1,Late delivery,1,2016-08-01 08:18:00.0000000,First Class,USCA,39483
4824,2,1,Late delivery,1,2016-04-15 22:49:00.0000000,First Class,USCA,32126
4825,2,1,Late delivery,1,2016-06-06 04:52:00.0000000,First Class,USCA,35637
4826,2,1,Late delivery,1,2016-05-28 05:03:00.0000000,First Class,USCA,35021
4827,2,1,Late delivery,1,2016-08-06 00:45:00.0000000,First Class,USCA,39804
4828,2,1,Late delivery,1,2016-06-30 16:03:00.0000000,First Class,USCA,37313
4829,2,1,Late delivery,1,2016-04-06 04:47:00.0000000,First Class,USCA,31458
4830,2,1,Late delivery,1,2016-04-07 21:25:00.0000000,First Class,USCA,31574
4831,2,1,Late delivery,1,2016-05-23 08:03:00.0000000,First Class,USCA,34687
4832,2,1,Late delivery,1,2016-05-13 12:16:00.0000000,First Class,USCA,34014
4833,2,1,Late delivery,1,2016-05-18 16:17:00.0000000,First Class,USCA,34368
4834,2,1,Late delivery,1,2016-04-17 05:17:00.0000000,First Class,USCA,32213
4835,2,1,Late delivery,1,2016-04-23 05:38:00.0000000,First Class,USCA,32625
4836,2,1,Late delivery,1,2016-05-14 00:10:00.0000000,First Class,USCA,34048
4852,2,1,Late delivery,1,2016-07-26 19:52:00.0000000,First Class,USCA,39105
4853,2,1,Late delivery,1,2016-04-13 01:05:00.0000000,First Class,USCA,31927
4854,2,1,Late delivery,1,2016-05-31 17:29:00.0000000,First Class,USCA,35262
4855,2,1,Late delivery,1,2016-06-25 02:55:00.0000000,First Class,USCA,36933
4856,2,1,Late delivery,1,2016-04-10 08:38:00.0000000,First Class,USCA,31743
4933,4,4,Shipping on time,0,2016-05-04 02:38:00.0000000,Standard Class,USCA,33233
4934,5,4,Late delivery,1,2016-05-28 02:47:00.0000000,Standard Class,USCA,34809
4935,4,4,Shipping on time,0,2016-05-23 19:36:00.0000000,Standard Class,USCA,34583
4936,2,4,Advance shipping,0,2016-05-29 23:06:00.0000000,Standard Class,USCA,35141
4937,6,4,Late delivery,1,2016-08-23 07:55:00.0000000,Standard Class,USCA,40715
4938,6,4,Late delivery,1,2016-08-05 17:45:00.0000000,Standard Class,USCA,39510
4939,5,4,Late delivery,1,2016-04-08 22:07:00.0000000,Standard Class,USCA,31439
4940,4,4,Shipping on time,0,2016-04-17 23:31:00.0000000,Standard Class,USCA,32128
4941,4,4,Shipping on time,0,2016-05-26 22:56:00.0000000,Standard Class,USCA,34798
4942,6,4,Late delivery,1,2016-05-05 16:50:00.0000000,Standard Class,USCA,33205
4943,5,4,Late delivery,1,2016-08-20 04:46:00.0000000,Standard Class,USCA,40569
4944,4,4,Shipping on time,0,2016-06-30 23:45:00.0000000,Standard Class,USCA,37198
4945,3,4,Advance shipping,0,2016-06-23 09:45:00.0000000,Standard Class,USCA,36747
4946,4,4,Shipping on time,0,2016-07-19 14:27:00.0000000,Standard Class,USCA,38473
4947,4,4,Shipping on time,0,2016-08-28 16:09:00.0000000,Standard Class,USCA,41218
4948,4,4,Shipping on time,0,2016-06-19 14:29:00.0000000,Standard Class,USCA,36418
